"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.372556872460446,0.0893218877573071
"2",1,0.412859252143998,0.169008004166238
"3",2,0.524706203556304,0.252048977910235
"4",3,0.451422819521201,0.167472779796703
"5",4,0.522579591870739,0.197747108799923
