"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.474239984759475,0.0999403566814565
"2",1,0.510068811932309,0.153018784067464
"3",2,0.495007951434636,0.204254602267541
"4",3,0.486020386890232,0.190255035357618
"5",4,0.55711540639345,0.262527743686105
