"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.337233931709231,0.113417595953454
"2",1,0.282483030011474,0.145582695426006
"3",2,0.290126240992078,0.203453918094559
"4",3,0.392341780910119,0.184318549459385
"5",4,0.285129648111955,0.216616918368586
