"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.349042604058019,0.0977886696091826
"2",1,0.331354350429401,0.179944475221882
"3",2,0.332473139860954,0.177231207423332
"4",3,0.41277727496176,0.201342544023351
"5",4,0.326523932463854,0.177586134933443
