"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.422635429408675,0.160832827685862
"2",1,0.34956266115153,0.079247196111953
"3",2,0.278770430449009,0.233596194546196
"4",3,0.450000856410054,0.206778010202212
"5",4,0.329345437577084,0.207011865973623
