"","time_frequency_month","RMSE","RMSE_SD"
"1",0,0.427541153874301,0.106948183109514
"2",1,0.509528943222047,0.15379827862994
"3",2,0.554397791995081,0.217137303596882
"4",3,0.450874401112751,0.215166785232655
"5",4,0.498260018075222,0.178046324856291
